,0
671,As newcomer to the halo series this was awesome Had lot of fun with it and the multiplayer was pretty solid too get that long time halo fans are crying and shitting their pants over this game but tbh it feels unwarranted ve never found halo to be particularly compelling as sci fi an adventure story war story or really anything it trying to be so wasn expecting much going in The story is boring asf but any game with grappling hook and no fall damage is doing good things 
672,I heard lot of work went into this game must be pretty good
673,Terrible trend chasing open world campaign broken promise of cutting split screen campaign terribly outdated multiplayer that refuses to change This game tarnishes the legacy and respect that Halo once had 
674,It just not fun
675,Great game the combat is overly enjoyable and the story are nice All the boss fights are basically the same which makes me sad 
676,17 9 hours to complete n fucking love this game the combat mechanics are top tier this was the first game completed when was kid and its still great replaying it 
677,mark hamill is in it
678,Honestly this game is so perfectly linear with collectibles that encourages you to explore great crafted rich environment Absolutely shame that each game just stuffs more and more side content that takes away from the game And slowly removes itself from the gothic art style in favour for bland gritty realism
679,Awesome expect when itâ not but when it isðŸ ŒðŸ ŒðŸ ŒðŸ 
680,I remember playing this game and enjoying it but it was long enough time ago don want to give it rating 
681,A gimmick that actually makes jumping fun
682,Jogo bugado pra caralho fases confusas que não deixam claro que é pra fazer partes especiais sem F U D são verdadeiro inferno controlar Mario por aí é confuso muitas outras coisas eu poderia ficar dia inteiro falando mal do sunshine 
683,The long jump being taken out is step top far Never do that again
684,Belter Waited so long in my life to play this wish had it as kid Great use of Toads 
685,My childhood part 1 
686,Er is veel copy paste in het spel maar toch vind ik het nog steeds mooi De movement is zo goed 
687,You need to play this game Dont wait for Nintendo to do bring it over Pick up rom and an emulator and play this game It is an experience that will only be tainted when Nintendo gets it grubby hands on it when it localizes it
688,Mother 3 es de esos RPG que la gente comenta es de los que me hacen llorar geniunamente el final casi que logra hacerme llorar pero igualmente estaba muy movido por dentro El juego tiene unos escenarios preciosos un arte banda sonora geniales para una consola como la GBA geniunamente aprovecha el potencial de la consola tanto para detacar cada ambiente donde cada uno es unico tanto de manera positiva como la negativa para dar entender lo que propone 
689,mother 3 is the perfect jrpg
690,Stuck in limbo Mother 3 is perfect experience Feelings of grief revenge and change are all highlighted here In rapidly industrialized world Lucas and friends have to find the source of this all while trying to move on from their painful memories The game portrays emotion with beautiful animations and well timed text boxes 
